town,office,party,candidate,votes
Warren,TOWN COUNCIL TOWN OF WARREN,REP,Christopher W. STANLEY,1671
Warren,TOWN COUNCIL TOWN OF WARREN,DEM,Catherine A. TATTRIE,1654
Warren,TOWN COUNCIL TOWN OF WARREN,DEM,Mark T. AUBIN,1347
Warren,TOWN COUNCIL TOWN OF WARREN,NON,WRITE-IN,26
Warren,TOWN MODERATOR TOWN OF WARREN,DEM,Pasquale T. ANNARUMMO,2634
Warren,TOWN MODERATOR TOWN OF WARREN,NON,WRITE-IN,52
Warren,NON-PARTISAN BRISTOL/WARREN REGIONAL TOWN OF WARREN,NON,Erin P. SCHOFIELD,1327
Warren,NON-PARTISAN BRISTOL/WARREN REGIONAL TOWN OF WARREN,NON,Susan RANCOURT,975
Warren,NON-PARTISAN BRISTOL/WARREN REGIONAL TOWN OF WARREN,NON,Paul Edward BRULE,912
Warren,NON-PARTISAN BRISTOL/WARREN REGIONAL TOWN OF WARREN,NON,WRITE-IN,8
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Julie BLOUNT,1917
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Tara Kee THIBAUDEAU,1477
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,"William A. ESTRELLA, JR.",1387
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Jane R. MacDOUGALL,1202
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Erin K. KOPECKY,1144
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Judith FARDIG,1139
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,John L. TATTRIE,907
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Ely G. BARKETT,892
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Darcy E. DaCOSTA,826
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Andre A. ASSELIN,800
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,"William J. KEMP, III",791
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Kristin M. MacDONALD,787
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Steven S. SILVA,771
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Jane Fiske HARRISON,745
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Alexander B. SCOTT,709
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Dana K. WARREN,694
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,David OLIVEIRA,680
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Theresa P. CATALANO,679
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,David W. McCARTHY,674
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Sandrea Jean SPERONI,644
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,John R. BARKER,618
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Andrea Rose STEWART,529
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Sara I. VOLINO,431
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Edward S. ACKLEY,382
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,Jerrold S. BLITEFIELD,268
Warren,NON-PARTISAN CHARTER REVIEW COMMISSION TOWN OF WARREN,NON,WRITE-IN,25
Warren,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,2282
Warren,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,1336
Warren,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,2421
Warren,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,1048
Warren,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1798
Warren,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,1653
Warren,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,2004
Warren,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,1436
Warren,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,2246
Warren,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,1333
Warren,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,2073
Warren,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,1322
Warren,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,2571
Warren,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,971
Warren,QUESTION 8 - TOWN OF WARREN,NON,Question 8 APPROVE,2444
Warren,QUESTION 8 - TOWN OF WARREN,NON,Question 8 REJECT,1124
Warwick,SENATOR IN CONGRESS,DEM,John F. REED,20395
Warwick,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,9249
Warwick,SENATOR IN CONGRESS,NON,WRITE-IN,51
Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,18872
Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,10730
Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,57
Warwick,GOVERNOR,REP,Allan W. FUNG,11383
Warwick,GOVERNOR,DEM,Gina M. RAIMONDO,10559
Warwick,GOVERNOR,MOD,"Robert J. HEALEY, JR.",7795
Warwick,GOVERNOR,IND,Kate L. FLETCHER,273
Warwick,GOVERNOR,IND,Leon M. KAYARIAN,88
Warwick,GOVERNOR,NON,WRITE-IN,67
Warwick,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,14594
Warwick,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,10949
Warwick,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,2592
Warwick,LIEUTENANT GOVERNOR,Lib,Tony JONES,1024
Warwick,LIEUTENANT GOVERNOR,NON,WRITE-IN,75
Warwick,SECRETARY OF STATE,DEM,Nellie M. GORBEA,16925
Warwick,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",11974
Warwick,SECRETARY OF STATE,NON,WRITE-IN,73
Warwick,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,15785
Warwick,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,13523
Warwick,ATTORNEY GENERAL,NON,WRITE-IN,50
Warwick,GENERAL TREASURER,DEM,Seth MAGAZINER,15977
Warwick,GENERAL TREASURER,IND,Ernest A. ALMONTE,12798
Warwick,GENERAL TREASURER,NON,WRITE-IN,54
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 29,DEM,Michael J. McCAFFREY,7706
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 29,NON,WRITE-IN,256
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 30,DEM,William A. WALASKA,5554
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 30,IND,Steven ARCHER,3748
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 30,NON,WRITE-IN,21
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 31,DEM,Erin P. LYNCH,6149
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 31,IND,James M. ROCHE,3473
Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 31,NON,WRITE-IN,17
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 19,DEM,Joseph McNAMARA,3994
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 19,NON,WRITE-IN,137
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 20,DEM,David A. BENNETT,2819
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 20,NON,WRITE-IN,98
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 21,DEM,Eileen Slattery NAUGHTON,3492
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 21,NON,WRITE-IN,131
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 22,DEM,"Joseph J. SOLOMON, JR.",2868
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 22,REP,Ralph LEONE,1585
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 22,NON,WRITE-IN,5
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 23,DEM,K. Joseph SHEKARCHI,3749
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 23,NON,WRITE-IN,125
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 24,REP,Joseph A. TRILLO,4195
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 24,NON,WRITE-IN,174
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,REP,Patricia L. MORGAN,261
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,DEM,Nicholas A. DENICE,210
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,MOD,"Paul P. CAIANIELLO, JR.",38
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,NON,WRITE-IN,0
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 27,DEM,Patricia A. SERPA,429
Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 27,NON,WRITE-IN,9
Warwick,MAYOR CITY OF WARWICK,REP,Scott AVEDISIAN,22427
Warwick,MAYOR CITY OF WARWICK,DEM,John T. KIRBY,5596
Warwick,MAYOR CITY OF WARWICK,IND,Kevin C. EISEMANN,1870
Warwick,MAYOR CITY OF WARWICK,NON,WRITE-IN,163
Warwick,COUNCIL WARWICK WARD 1,REP,Steven A. COLANTUONO,2070
Warwick,COUNCIL WARWICK WARD 1,DEM,"Patrick E. MALONEY, JR.",1840
Warwick,COUNCIL WARWICK WARD 1,NON,WRITE-IN,10
Warwick,COUNCIL WARWICK WARD 2,DEM,Thomas H. CHADRONET,2046
Warwick,COUNCIL WARWICK WARD 2,NON,WRITE-IN,190
Warwick,COUNCIL WARWICK WARD 3,DEM,Camille F. VELLA WILKINSON,1422
Warwick,COUNCIL WARWICK WARD 3,REP,John M. FALKOWSKI,1038
Warwick,COUNCIL WARWICK WARD 3,IND,Harold W. OUIMETTE,259
Warwick,COUNCIL WARWICK WARD 3,NON,WRITE-IN,4
Warwick,COUNCIL WARWICK WARD 4,DEM,Joseph J. SOLOMON,2415
Warwick,COUNCIL WARWICK WARD 4,NON,WRITE-IN,75
Warwick,COUNCIL WARWICK WARD 5,DEM,Edgar N. LADOUCEUR,2608
Warwick,COUNCIL WARWICK WARD 5,NON,WRITE-IN,70
Warwick,COUNCIL WARWICK WARD 6,DEM,Donna M. TRAVIS,2364
Warwick,COUNCIL WARWICK WARD 6,NON,WRITE-IN,132
Warwick,COUNCIL WARWICK WARD 7,DEM,Kathleen M. USLER,2564
Warwick,COUNCIL WARWICK WARD 7,NON,WRITE-IN,74
Warwick,COUNCIL WARWICK WARD 8,DEM,Joseph E. GALLUCCI,1972
Warwick,COUNCIL WARWICK WARD 8,REP,Luelyn M. JENNINGS,1057
Warwick,COUNCIL WARWICK WARD 8,NON,WRITE-IN,7
Warwick,COUNCIL WARWICK WARD 9,DEM,Steve MEROLLA,3254
Warwick,COUNCIL WARWICK WARD 9,NON,WRITE-IN,92
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 1,NON,Eugene A. NADEAU,3892
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 1,NON,Dean L. JOHNSON,3845
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 1,NON,WRITE-IN,77
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 2,NON,Mary T. MEDEIROS,5358
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 2,NON,Stephen M. POPE,2293
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 2,NON,WRITE-IN,89
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 3,NON,Bethany A. FURTADO,7542
Warwick,NON-PARTISAN SCHOOL COMMITTEE WARWICK DISTRICT 3,NON,WRITE-IN,190
Warwick,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,16965
Warwick,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,12069
Warwick,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,18650
Warwick,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,9744
Warwick,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,16143
Warwick,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,12408
Warwick,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,17241
Warwick,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,10792
Warwick,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,16858
Warwick,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,11980
Warwick,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,16304
Warwick,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,11399
Warwick,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,20652
Warwick,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,8053
West Greenwich,SENATOR IN CONGRESS,DEM,John F. REED,1291
West Greenwich,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,1081
West Greenwich,SENATOR IN CONGRESS,NON,WRITE-IN,3
West Greenwich,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,1187
West Greenwich,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,1178
West Greenwich,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,6
West Greenwich,GOVERNOR,REP,Allan W. FUNG,1097
West Greenwich,GOVERNOR,MOD,"Robert J. HEALEY, JR.",684
West Greenwich,GOVERNOR,DEM,Gina M. RAIMONDO,605
West Greenwich,GOVERNOR,IND,Kate L. FLETCHER,19
West Greenwich,GOVERNOR,NON,WRITE-IN,8
West Greenwich,GOVERNOR,IND,Leon M. KAYARIAN,6
West Greenwich,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,1060
West Greenwich,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,911
West Greenwich,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,244
West Greenwich,LIEUTENANT GOVERNOR,Lib,Tony JONES,100
West Greenwich,LIEUTENANT GOVERNOR,NON,WRITE-IN,7
West Greenwich,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",1298
West Greenwich,SECRETARY OF STATE,DEM,Nellie M. GORBEA,1020
West Greenwich,SECRETARY OF STATE,NON,WRITE-IN,6
West Greenwich,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,1415
West Greenwich,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,927
West Greenwich,ATTORNEY GENERAL,NON,WRITE-IN,4
West Greenwich,GENERAL TREASURER,IND,Ernest A. ALMONTE,1243
West Greenwich,GENERAL TREASURER,DEM,Seth MAGAZINER,1033
West Greenwich,GENERAL TREASURER,NON,WRITE-IN,5
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 21,REP,Nicholas D. KETTLE,447
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 21,DEM,Margaux S. MORISSEAU,191
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 21,IND,Zachary FARNUM,84
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 21,NON,WRITE-IN,1
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 33,DEM,Leonidas P. RAPTAKIS,578
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 33,REP,Michael E. MADONNA,443
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 33,NON,WRITE-IN,3
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,REP,Elaine J. MORGAN,328
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,DEM,Catherine COOL RUMSEY,220
West Greenwich,SENATOR IN GENERAL ASSEMBLY DISTRICT 34,NON,WRITE-IN,1
West Greenwich,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 29,REP,Sherry ROBERTS,1086
West Greenwich,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 29,DEM,Lisa P. TOMASSO,793
West Greenwich,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 29,NON,WRITE-IN,6
West Greenwich,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 30,REP,Antonio GIARRUSSO,369
West Greenwich,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 30,NON,WRITE-IN,7
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,REP,Mark D. TOURGEE,1687
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,REP,Robert John ANDREWS,1626
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,REP,Susan G. WOLOOHOJIAN,1560
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,REP,Linda Rekas SLOAN,1547
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,REP,Thomas E. MULCAHEY,1507
West Greenwich,TOWN COUNCIL TOWN OF WEST GREENWICH,NON,WRITE-IN,48
West Greenwich,SCHOOL COMMITTEE TOWN OF WEST GREENWICH,IND,Claudine N. PANDE,1215
West Greenwich,SCHOOL COMMITTEE TOWN OF WEST GREENWICH,IND,Sheryl R. GREEN,1107
West Greenwich,SCHOOL COMMITTEE TOWN OF WEST GREENWICH,REP,Teresa M. MAIA-CICERO,1073
West Greenwich,SCHOOL COMMITTEE TOWN OF WEST GREENWICH,NON,WRITE-IN,4
West Greenwich,TOWN MODERATOR TOWN OF WEST GREENWICH,REP,Elaine M. ECCLESTON,1890
West Greenwich,TOWN MODERATOR TOWN OF WEST GREENWICH,NON,WRITE-IN,20
West Greenwich,TOWN SERGEANT TOWN OF WEST GREENWICH,REP,Frank J. VOLLUCCI,1880
West Greenwich,TOWN SERGEANT TOWN OF WEST GREENWICH,NON,WRITE-IN,20
West Greenwich,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,1257
West Greenwich,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,1094
West Greenwich,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,1491
West Greenwich,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,827
West Greenwich,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,1339
West Greenwich,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,957
West Greenwich,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,1243
West Greenwich,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,1018
West Greenwich,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,1209
West Greenwich,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,1129
West Greenwich,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,1195
West Greenwich,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,1043
West Greenwich,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,1461
West Greenwich,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,859
West Warwick,SENATOR IN CONGRESS,DEM,John F. REED,5447
West Warwick,SENATOR IN CONGRESS,REP,Mark S. ZACCARIA,2618
West Warwick,SENATOR IN CONGRESS,NON,WRITE-IN,9
West Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,DEM,James R. LANGEVIN,5017
West Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,REP,Rhue R. REIS,3052
West Warwick,REPRESENTATIVE IN CONGRESS DISTRICT 2,NON,WRITE-IN,8
West Warwick,GOVERNOR,REP,Allan W. FUNG,3235
West Warwick,GOVERNOR,DEM,Gina M. RAIMONDO,2836
West Warwick,GOVERNOR,MOD,"Robert J. HEALEY, JR.",2000
West Warwick,GOVERNOR,IND,Kate L. FLETCHER,93
West Warwick,GOVERNOR,IND,Leon M. KAYARIAN,22
West Warwick,GOVERNOR,NON,WRITE-IN,19
West Warwick,LIEUTENANT GOVERNOR,DEM,Daniel J. McKEE,4133
West Warwick,LIEUTENANT GOVERNOR,REP,Catherine Terry TAYLOR,2716
West Warwick,LIEUTENANT GOVERNOR,MOD,William H. GILBERT,776
West Warwick,LIEUTENANT GOVERNOR,Lib,Tony JONES,303
West Warwick,LIEUTENANT GOVERNOR,NON,WRITE-IN,23
West Warwick,SECRETARY OF STATE,DEM,Nellie M. GORBEA,4533
West Warwick,SECRETARY OF STATE,REP,"John M. CARLEVALE, SR.",3345
West Warwick,SECRETARY OF STATE,NON,WRITE-IN,21
West Warwick,ATTORNEY GENERAL,DEM,Peter F. KILMARTIN,4351
West Warwick,ATTORNEY GENERAL,REP,Dawson Tucker HODGSON,3639
West Warwick,ATTORNEY GENERAL,NON,WRITE-IN,8
West Warwick,GENERAL TREASURER,DEM,Seth MAGAZINER,4247
West Warwick,GENERAL TREASURER,IND,Ernest A. ALMONTE,3620
West Warwick,GENERAL TREASURER,NON,WRITE-IN,17
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 9,DEM,Adam J. SATCHELL,4090
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 9,IND,Michael J. PINGA,3241
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 9,NON,WRITE-IN,22
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 27,DEM,Hanna M. GALLO,323
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 27,REP,Sara E. SWEENEY,190
West Warwick,SENATOR IN GENERAL ASSEMBLY DISTRICT 27,NON,WRITE-IN,1
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 25,DEM,Jared R. NUNES,1714
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 25,NON,WRITE-IN,59
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,REP,Patricia L. MORGAN,1281
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,DEM,Nicholas A. DENICE,1166
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,MOD,"Paul P. CAIANIELLO, JR.",170
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 26,NON,WRITE-IN,6
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 27,DEM,Patricia A. SERPA,2744
West Warwick,REPRESENTATIVE IN GENERAL ASSEMBLY DISTRICT 27,NON,WRITE-IN,119
West Warwick,TOWN COUNCIL WEST WARWICK WARD 1,IND,"Angelo A. PADULA, JR.",1069
West Warwick,TOWN COUNCIL WEST WARWICK WARD 1,DEM,William H. STRANAHAN,984
West Warwick,TOWN COUNCIL WEST WARWICK WARD 1,NON,WRITE-IN,7
West Warwick,TOWN COUNCIL WEST WARWICK WARD 2,DEM,"David GOSSELIN, JR.",977
West Warwick,TOWN COUNCIL WEST WARWICK WARD 2,NON,WRITE-IN,29
West Warwick,TOWN COUNCIL WEST WARWICK WARD 3,DEM,Edward A. GIROUX,829
West Warwick,TOWN COUNCIL WEST WARWICK WARD 3,NON,WRITE-IN,38
West Warwick,TOWN COUNCIL WEST WARWICK WARD 4,DEM,David M. KENAHAN,859
West Warwick,TOWN COUNCIL WEST WARWICK WARD 4,IND,Filomena GUSTAFSON,747
West Warwick,TOWN COUNCIL WEST WARWICK WARD 4,NON,WRITE-IN,8
West Warwick,TOWN COUNCIL WEST WARWICK WARD 5,DEM,Brian E. TUCKER,1552
West Warwick,TOWN COUNCIL WEST WARWICK WARD 5,NON,WRITE-IN,82
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 1,REP,Patricia A. KEENAN,1030
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 1,DEM,Sean MURPHY,1005
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 1,NON,WRITE-IN,14
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 2,DEM,Rene E. COUTU,932
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 2,NON,WRITE-IN,31
West Warwick,SCHOOL COMMITTEE WEST WARWICK WARD 3,NON,WRITE-IN,411
West Warwick,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 APPROVE,4740
West Warwick,QUESTION 1 - CASINO GAMING AT NEWPORT GRAND,NON,Question 1 REJECT,3160
West Warwick,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 APPROVE,4900
West Warwick,QUESTION 2 - RESTRICTION ON GAMBLING,NON,Question 2 REJECT,2826
West Warwick,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 REJECT,4354
West Warwick,QUESTION 3 - CONSTITUTIONAL CONVENTION,NON,Question 3 APPROVE,3359
West Warwick,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 APPROVE,4277
West Warwick,QUESTION 4 - HIGHER EDUCATION FACILITIES BONDS,NON,Question 4 REJECT,3252
West Warwick,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 APPROVE,4090
West Warwick,QUESTION 5 - CREATIVE AND CULTURAL ECONOMY BONDS,NON,Question 5 REJECT,3665
West Warwick,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 APPROVE,3973
West Warwick,QUESTION 6 - MASS TRANSIT HUB INFRASTRUCTURE BONDS,NON,Question 6 REJECT,3400
West Warwick,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 APPROVE,5092
West Warwick,"QUESTION 7 - CLEAN WATER, OPEN SPACE, HEALTHY COMM BONDS",NON,Question 7 REJECT,2363
