office,district,candidate,party,precinct,votes
Lieutenant Governor,,Catherine Taylor,R,Portsmouth Limited,0
Lieutenant Governor,,Catherine Taylor,R,Providence 2801,16
Lieutenant Governor,,Catherine Taylor,R,Providence 2802,74
Lieutenant Governor,,Catherine Taylor,R,Providence 2803,446
Lieutenant Governor,,Catherine Taylor,R,Providence 2804,51
Lieutenant Governor,,Catherine Taylor,R,Providence 2805,630
Lieutenant Governor,,Catherine Taylor,R,Providence 2806,29
Lieutenant Governor,,Catherine Taylor,R,Providence 2808,260
Lieutenant Governor,,Catherine Taylor,R,Providence 2809,305
Lieutenant Governor,,Catherine Taylor,R,Providence 2810,11
Lieutenant Governor,,Catherine Taylor,R,Providence 2811,59
Lieutenant Governor,,Catherine Taylor,R,Providence 2812,105
Lieutenant Governor,,Catherine Taylor,R,Providence 2813,51
Lieutenant Governor,,Catherine Taylor,R,Providence 2814,32
Lieutenant Governor,,Catherine Taylor,R,Providence 2815,422
Lieutenant Governor,,Catherine Taylor,R,Providence 2816,576
Lieutenant Governor,,Catherine Taylor,R,Providence 2817,590
Lieutenant Governor,,Catherine Taylor,R,Providence 2818,146
Lieutenant Governor,,Catherine Taylor,R,Providence 2819,216
Lieutenant Governor,,Catherine Taylor,R,Providence 2820,31
Lieutenant Governor,,Catherine Taylor,R,Providence 2821,121
Lieutenant Governor,,Catherine Taylor,R,Providence 2822,24
Lieutenant Governor,,Catherine Taylor,R,Providence 2823,81
Lieutenant Governor,,Catherine Taylor,R,Providence 2824,190
Lieutenant Governor,,Catherine Taylor,R,Providence 2825,16
Lieutenant Governor,,Catherine Taylor,R,Providence 2826,72
Lieutenant Governor,,Catherine Taylor,R,Providence 2827,98
Lieutenant Governor,,Catherine Taylor,R,Providence 2828,70
Lieutenant Governor,,Catherine Taylor,R,Providence 2829,77
Lieutenant Governor,,Catherine Taylor,R,Providence 2830,5
Lieutenant Governor,,Catherine Taylor,R,Providence 2831,34
Lieutenant Governor,,Catherine Taylor,R,Providence 2832,103
Lieutenant Governor,,Catherine Taylor,R,Providence 2833,29
Lieutenant Governor,,Catherine Taylor,R,Providence 2834,28
Lieutenant Governor,,Catherine Taylor,R,Providence 2835,50
Lieutenant Governor,,Catherine Taylor,R,Providence 2836,1
Lieutenant Governor,,Catherine Taylor,R,Providence 2837,92
Lieutenant Governor,,Catherine Taylor,R,Providence 2838,33
Lieutenant Governor,,Catherine Taylor,R,Providence 2839,66
Lieutenant Governor,,Catherine Taylor,R,Providence 2840,19
Lieutenant Governor,,Catherine Taylor,R,Providence 2841,24
Lieutenant Governor,,Catherine Taylor,R,Providence 2842,27
Lieutenant Governor,,Catherine Taylor,R,Providence 2843,84
Lieutenant Governor,,Catherine Taylor,R,Providence 2844,158
Lieutenant Governor,,Catherine Taylor,R,Providence 2845,159
Lieutenant Governor,,Catherine Taylor,R,Providence 2846,131
Lieutenant Governor,,Catherine Taylor,R,Providence 2847,18
Lieutenant Governor,,Catherine Taylor,R,Providence 2848,14
Lieutenant Governor,,Catherine Taylor,R,Providence 2849,193
Lieutenant Governor,,Catherine Taylor,R,Providence 2850,50
Lieutenant Governor,,Catherine Taylor,R,Providence 2851,218
Lieutenant Governor,,Catherine Taylor,R,Providence 2852,26
Lieutenant Governor,,Catherine Taylor,R,Providence 2853,37
Lieutenant Governor,,Catherine Taylor,R,Providence 2854,270
Lieutenant Governor,,Catherine Taylor,R,Providence 2855,120
Lieutenant Governor,,Catherine Taylor,R,Providence 2856,3
Lieutenant Governor,,Catherine Taylor,R,Providence 2857,5
Lieutenant Governor,,Catherine Taylor,R,Providence 2858,33
Lieutenant Governor,,Catherine Taylor,R,Providence 2859,14
Lieutenant Governor,,Catherine Taylor,R,Providence 2860,7
Lieutenant Governor,,Catherine Taylor,R,Providence 2861,150
Lieutenant Governor,,Catherine Taylor,R,Providence 2862,154
Lieutenant Governor,,Catherine Taylor,R,Providence 2863,54
Lieutenant Governor,,Catherine Taylor,R,Providence 2864,38
Lieutenant Governor,,Catherine Taylor,R,Providence 2865,11
Lieutenant Governor,,Catherine Taylor,R,Providence 2866,97
Lieutenant Governor,,Catherine Taylor,R,Providence 2867,7
Lieutenant Governor,,Catherine Taylor,R,Providence 2868,53
Lieutenant Governor,,Catherine Taylor,R,Providence 2869,7
Lieutenant Governor,,Catherine Taylor,R,Providence 2870,72
Lieutenant Governor,,Catherine Taylor,R,Providence 2871,92
Lieutenant Governor,,Catherine Taylor,R,Providence 2872,10
Lieutenant Governor,,Catherine Taylor,R,Providence 2873,14
Lieutenant Governor,,Catherine Taylor,R,Providence 2874,153
Lieutenant Governor,,Catherine Taylor,R,Providence 2875,103
Lieutenant Governor,,Catherine Taylor,R,Providence 2876,61
Lieutenant Governor,,Catherine Taylor,R,Providence 2877,36
Lieutenant Governor,,Catherine Taylor,R,Providence 2878,7
Lieutenant Governor,,Catherine Taylor,R,Providence 2879,39
Lieutenant Governor,,Catherine Taylor,R,Providence 2880,76
Lieutenant Governor,,Catherine Taylor,R,Providence Limited 1,0
Lieutenant Governor,,Catherine Taylor,R,Providence Limited 2,0
Lieutenant Governor,,Catherine Taylor,R,Richmond 2901,616
Lieutenant Governor,,Catherine Taylor,R,Richmond 2902,568
Lieutenant Governor,,Catherine Taylor,R,Scituate 3001,654
Lieutenant Governor,,Catherine Taylor,R,Scituate 3002,586
Lieutenant Governor,,Catherine Taylor,R,Scituate 3003,667
Lieutenant Governor,,Catherine Taylor,R,Scituate Limited,0
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3101,450
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3102,370
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3103,465
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3104,569
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3105,462
Lieutenant Governor,,Catherine Taylor,R,Smithfield 3106,427
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3201,189
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3202,422
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3203,462
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3204,297
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3205,445
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3206,291
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3207,521
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3208,593
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3209,210
Lieutenant Governor,,Catherine Taylor,R,South Kingstown 3210,349
Lieutenant Governor,,Catherine Taylor,R,South Kingstown Limited,0
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3301,368
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3302,326
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3303,176
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3304,305
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3305,52
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3306,313
Lieutenant Governor,,Catherine Taylor,R,Tiverton 3307,313
Lieutenant Governor,,Catherine Taylor,R,Warren 3401,190
Lieutenant Governor,,Catherine Taylor,R,Warren 3402,435
Lieutenant Governor,,Catherine Taylor,R,Warren 3403,439
Lieutenant Governor,,Catherine Taylor,R,Warwick 3501,607
Lieutenant Governor,,Catherine Taylor,R,Warwick 3502,514
Lieutenant Governor,,Catherine Taylor,R,Warwick 3503,230
Lieutenant Governor,,Catherine Taylor,R,Warwick 3504,376
Lieutenant Governor,,Catherine Taylor,R,Warwick 3505,177
Lieutenant Governor,,Catherine Taylor,R,Warwick 3506,167
Lieutenant Governor,,Catherine Taylor,R,Warwick 3507,76
Lieutenant Governor,,Catherine Taylor,R,Warwick 3508,331
Lieutenant Governor,,Catherine Taylor,R,Warwick 3509,92
Lieutenant Governor,,Catherine Taylor,R,Warwick 3510,312
Lieutenant Governor,,Catherine Taylor,R,Warwick 3511,442
Lieutenant Governor,,Catherine Taylor,R,Warwick 3512,216
Lieutenant Governor,,Catherine Taylor,R,Warwick 3513,399
Lieutenant Governor,,Catherine Taylor,R,Warwick 3514,502
Lieutenant Governor,,Catherine Taylor,R,Warwick 3515,448
Lieutenant Governor,,Catherine Taylor,R,Warwick 3516,98
Lieutenant Governor,,Catherine Taylor,R,Warwick 3517,166
Lieutenant Governor,,Catherine Taylor,R,Warwick 3518,500
Lieutenant Governor,,Catherine Taylor,R,Warwick 3519,530
Lieutenant Governor,,Catherine Taylor,R,Warwick 3520,296
Lieutenant Governor,,Catherine Taylor,R,Warwick 3521,316
Lieutenant Governor,,Catherine Taylor,R,Warwick 3522,272
Lieutenant Governor,,Catherine Taylor,R,Warwick 3523,506
Lieutenant Governor,,Catherine Taylor,R,Warwick 3524,286
Lieutenant Governor,,Catherine Taylor,R,Warwick 3525,350
Lieutenant Governor,,Catherine Taylor,R,Warwick 3526,119
Lieutenant Governor,,Catherine Taylor,R,Warwick 3527,411
Lieutenant Governor,,Catherine Taylor,R,Warwick 3528,172
Lieutenant Governor,,Catherine Taylor,R,Warwick 3529,354
Lieutenant Governor,,Catherine Taylor,R,Warwick 3530,548
Lieutenant Governor,,Catherine Taylor,R,Warwick 3531,737
Lieutenant Governor,,Catherine Taylor,R,Warwick 3532,170
Lieutenant Governor,,Catherine Taylor,R,Warwick 3533,221
Lieutenant Governor,,Catherine Taylor,R,Warwick Limited,8
Lieutenant Governor,,Catherine Taylor,R,Westerly 3601,199
Lieutenant Governor,,Catherine Taylor,R,Westerly 3602,392
Lieutenant Governor,,Catherine Taylor,R,Westerly 3603,397
Lieutenant Governor,,Catherine Taylor,R,Westerly 3604,549
Lieutenant Governor,,Catherine Taylor,R,Westerly 3605,538
Lieutenant Governor,,Catherine Taylor,R,Westerly 3606,360
Lieutenant Governor,,Catherine Taylor,R,Westerly 3607,309
Lieutenant Governor,,Catherine Taylor,R,West Greenwich 3701,352
Lieutenant Governor,,Catherine Taylor,R,West Greenwich 3702,226
Lieutenant Governor,,Catherine Taylor,R,West Greenwich 3703,248
Lieutenant Governor,,Catherine Taylor,R,West Greenwich 3704,234
Lieutenant Governor,,Catherine Taylor,R,West Greenwich Limited,0
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3801,234
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3802,140
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3803,112
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3804,536
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3805,137
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3806,178
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3807,416
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3808,433
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3809,361
Lieutenant Governor,,Catherine Taylor,R,West Warwick 3810,169
Lieutenant Governor,,Catherine Taylor,R,West Warwick Limited,0
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3901,21
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3902,78
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3903,50
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3904,116
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3905,101
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3906,146
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3907,202
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3908,253
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3909,270
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3910,244
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3911,148
Lieutenant Governor,,Catherine Taylor,R,Woonsocket 3912,185
Lieutenant Governor,,Tony Jones,Libertarian,Barrington 0101,49
Lieutenant Governor,,Tony Jones,Libertarian,Barrington 0102,52
Lieutenant Governor,,Tony Jones,Libertarian,Barrington 0103,32
Lieutenant Governor,,Tony Jones,Libertarian,Barrington 0104,50
Lieutenant Governor,,Tony Jones,Libertarian,Barrington 0105,44
Lieutenant Governor,,Tony Jones,Libertarian,Barrington Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0201,28
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0202,19
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0203,45
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0204,27
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0205,38
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0206,29
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0207,17
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0208,16
Lieutenant Governor,,Tony Jones,Libertarian,Bristol 0209,4
Lieutenant Governor,,Tony Jones,Libertarian,Bristol Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0301,30
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0302,34
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0303,36
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0304,24
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0305,24
Lieutenant Governor,,Tony Jones,Libertarian,Burrillville 0306,22
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0401,9
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0402,3
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0403,7
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0404,3
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0405,2
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0406,1
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0407,1
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls 0408,6
Lieutenant Governor,,Tony Jones,Libertarian,Central Falls Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Charlestown 0501,49
Lieutenant Governor,,Tony Jones,Libertarian,Charlestown 0502,29
Lieutenant Governor,,Tony Jones,Libertarian,Charlestown 0503,18
Lieutenant Governor,,Tony Jones,Libertarian,Charlestown 0504,26
Lieutenant Governor,,Tony Jones,Libertarian,Charlestown Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0601,39
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0602,20
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0603,54
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0604,36
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0605,34
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0606,18
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0607,38
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0608,36
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0609,51
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0610,16
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0611,15
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0612,38
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0613,34
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0614,8
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0615,35
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0616,35
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0617,37
Lieutenant Governor,,Tony Jones,Libertarian,Coventry 0618,9
Lieutenant Governor,,Tony Jones,Libertarian,Coventry Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0701,23
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0702,22
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0703,12
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0704,3
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0705,4
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0706,35
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0707,26
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0708,30
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0709,38
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0710,32
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0711,42
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0712,30
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0713,24
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0714,4
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0715,16
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0716,24
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0717,14
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0718,22
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0719,14
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0720,6
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0721,42
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0722,15
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0723,42
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0724,29
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0725,42
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0726,33
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0727,26
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0728,1
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0730,53
Lieutenant Governor,,Tony Jones,Libertarian,Cranston 0731,30
Lieutenant Governor,,Tony Jones,Libertarian,Cranston Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0801,15
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0802,11
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0803,9
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0804,11
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0805,21
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0806,16
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0807,26
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0808,31
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0809,6
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0810,14
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0811,31
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0812,14
Lieutenant Governor,,Tony Jones,Libertarian,Cumberland 0813,12
Lieutenant Governor,,Tony Jones,Libertarian,East Greenwich 0901,9
Lieutenant Governor,,Tony Jones,Libertarian,East Greenwich 0902,43
Lieutenant Governor,,Tony Jones,Libertarian,East Greenwich 0903,53
Lieutenant Governor,,Tony Jones,Libertarian,East Greenwich 0904,44
Lieutenant Governor,,Tony Jones,Libertarian,East Greenwich 0905,38
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1001,32
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1002,25
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1003,16
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1004,29
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1005,24
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1006,0
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1007,0
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1008,32
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1009,49
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1010,12
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1011,39
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1012,26
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1013,34
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1014,38
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1015,10
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1016,16
Lieutenant Governor,,Tony Jones,Libertarian,East Providence 1017,35
Lieutenant Governor,,Tony Jones,Libertarian,East Providence Limited,0
Lieutenant Governor,,Tony Jones,Libertarian,Exeter 1101,21
